quantity,name,colors,cmc,mana_cost,type_line,oracle_text,power,toughness,transform_name,transform_type_line,transform_oracle_text,transform_power,transform_toughness,rarity,set,scryfall_api,scryfall_url
1,Zealous Conscripts,R,5,{4}{R},Creature — Human Warrior,"Haste
When this creature enters, gain control of target permanent until end of turn. Untap that permanent. It gains haste until end of turn.",3,3,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/fc027b11-1ecc-430d-a862-586a14bb23c3,https://scryfall.com/card/avr/166/zealous-conscripts?utm_source=api
1,Abundant Growth,G,1,{G},Enchantment — Aura,"Enchant land
When this Aura enters, draw a card.
Enchanted land has ""{T}: Add one mana of any color.""",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/afbc8fd0-dc15-4ac9-b97b-173f7fb66ed7,https://scryfall.com/card/avr/167/abundant-growth?utm_source=api
1,Blessings of Nature,G,5,{4}{G},Sorcery,"Distribute four +1/+1 counters among any number of target creatures.
Miracle {G} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/d16453f1-c6ca-4288-ab72-315ed9bb0ab0,https://scryfall.com/card/avr/168/blessings-of-nature?utm_source=api
1,Borderland Ranger,G,3,{2}{G},Creature — Human Scout Ranger,"When this creature enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.",2,2,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/8f067c26-c51d-44d0-a0af-106b5778f06a,https://scryfall.com/card/avr/169/borderland-ranger?utm_source=api
1,Bower Passage,G,2,{1}{G},Enchantment,Creatures with flying can't block creatures you control.,NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/b9f0048f-aaa0-4597-b898-ee754d0bbe4b,https://scryfall.com/card/avr/170/bower-passage?utm_source=api
1,Champion of Lambholt,G,3,{1}{G}{G},Creature — Human Warrior,"Creatures with power less than this creature's power can't block creatures you control.
Whenever another creature you control enters, put a +1/+1 counter on this creature.",1,1,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/e8ab9cd3-2faf-4500-a2ee-90b3a8d559c4,https://scryfall.com/card/avr/171/champion-of-lambholt?utm_source=api
1,Craterhoof Behemoth,G,8,{5}{G}{G}{G},Creature — Beast,"Haste
When this creature enters, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",5,5,NA,NA,NA,NA,NA,mythic,avr,https://api.scryfall.com/cards/a249be17-73ed-4108-89c0-f7e87939beb8,https://scryfall.com/card/avr/172/craterhoof-behemoth?utm_source=api
1,Descendants' Path,G,3,{2}{G},Enchantment,"At the beginning of your upkeep, reveal the top card of your library. If it's a creature card that shares a creature type with a creature you control, you may cast it without paying its mana cost. If you don't cast it, put it on the bottom of your library.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/ada93208-5cda-4e2d-b9a7-15345e30b831,https://scryfall.com/card/avr/173/descendants-path?utm_source=api
1,Diregraf Escort,G,1,{G},Creature — Human Cleric,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, both creatures have protection from Zombies.",1,1,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/640e21ad-5064-41bc-886e-2c997f69a3f5,https://scryfall.com/card/avr/174/diregraf-escort?utm_source=api
1,Druid's Familiar,G,4,{3}{G},Creature — Bear,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, each of those creatures gets +2/+2.",2,2,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/1d8c794a-7964-41f0-bc9c-27af7cf87aaa,https://scryfall.com/card/avr/175/druids-familiar?utm_source=api
1,Druids' Repository,G,3,{1}{G}{G},Enchantment,"Whenever a creature you control attacks, put a charge counter on this enchantment.
Remove a charge counter from this enchantment: Add one mana of any color.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/57e6fb62-7ee3-444d-8fd4-c1f44014a05c,https://scryfall.com/card/avr/176/druids-repository?utm_source=api
1,Eaten by Spiders,G,3,{2}{G},Instant,Destroy target creature with flying and all Equipment attached to that creature.,NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/0efea1b1-f212-4b97-98dd-922f85ab191f,https://scryfall.com/card/avr/177/eaten-by-spiders?utm_source=api
1,Flowering Lumberknot,G,4,{3}{G},Creature — Treefolk,This creature can't attack or block unless it's paired with a creature with soulbond.,5,5,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/78fa2ddc-142b-4562-8812-ecb72e3bae57,https://scryfall.com/card/avr/178/flowering-lumberknot?utm_source=api
1,Geist Trappers,G,5,{4}{G},Creature — Human Warrior,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, both creatures have reach.",3,5,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/26f00a18-0ff7-42e4-be16-aa34fe27093b,https://scryfall.com/card/avr/179/geist-trappers?utm_source=api
1,Gloomwidow,G,3,{2}{G},Creature — Spider,"Reach
This creature can block only creatures with flying.",3,3,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/a016c872-09bd-42e1-94da-f587e8252492,https://scryfall.com/card/avr/180/gloomwidow?utm_source=api
1,Grounded,G,2,{1}{G},Enchantment — Aura,"Enchant creature
Enchanted creature loses flying.",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/dc4982f0-0ede-4846-82c8-bcf7ad63d099,https://scryfall.com/card/avr/181/grounded?utm_source=api
1,Howlgeist,G,6,{5}{G},Creature — Spirit Wolf,"Creatures with power less than this creature's power can't block it.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",4,2,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/dad60d45-1c99-41d1-a237-c0ee18ce5361,https://scryfall.com/card/avr/182/howlgeist?utm_source=api
1,Joint Assault,G,1,{G},Instant,"Target creature gets +2/+2 until end of turn. If it's paired with a creature, that creature also gets +2/+2 until end of turn.",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/6516c7c6-d49b-49c5-8968-563622c2c8c1,https://scryfall.com/card/avr/183/joint-assault?utm_source=api
1,Lair Delve,G,3,{2}{G},Sorcery,Reveal the top two cards of your library. Put all creature and land cards revealed this way into your hand and the rest on the bottom of your library in any order.,NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/604948d8-6224-45ca-9ebb-d716644bbfd0,https://scryfall.com/card/avr/184/lair-delve?utm_source=api
1,Natural End,G,3,{2}{G},Instant,Destroy target artifact or enchantment. You gain 3 life.,NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/95d25235-de1c-4b67-9712-24f0564bd2bf,https://scryfall.com/card/avr/185/natural-end?utm_source=api
1,Nettle Swine,G,4,{3}{G},Creature — Boar,,4,3,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/75935f0e-9086-485b-b3e6-1a958fd0f2af,https://scryfall.com/card/avr/186/nettle-swine?utm_source=api
1,Nightshade Peddler,G,2,{1}{G},Creature — Human Druid,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, both creatures have deathtouch.",1,1,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/4d3de66c-2283-458f-9d0d-943027520aa2,https://scryfall.com/card/avr/187/nightshade-peddler?utm_source=api
1,Pathbreaker Wurm,G,6,{4}{G}{G},Creature — Wurm,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, both creatures have trample.",6,4,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/fe65eded-37ef-4cf0-b55c-390d34aab7b8,https://scryfall.com/card/avr/188/pathbreaker-wurm?utm_source=api
1,Primal Surge,G,10,{8}{G}{G},Sorcery,"Exile the top card of your library. If it's a permanent card, you may put it onto the battlefield. If you do, repeat this process.",NA,NA,NA,NA,NA,NA,NA,mythic,avr,https://api.scryfall.com/cards/4278f7bd-afff-4a1d-a0bb-bf9ce3ad5a2e,https://scryfall.com/card/avr/189/primal-surge?utm_source=api
1,Rain of Thorns,G,6,{4}{G}{G},Sorcery,"Choose one or more —
• Destroy target artifact.
• Destroy target enchantment.
• Destroy target land.",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/fd1cb530-b9d5-4386-b89e-2acecc8294c8,https://scryfall.com/card/avr/190/rain-of-thorns?utm_source=api
1,Revenge of the Hunted,G,6,{4}{G}{G},Sorcery,"Until end of turn, target creature gets +6/+6 and gains trample, and all creatures able to block it this turn do so.
Miracle {G} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/36f7d663-115c-4ad0-a072-633df054cce4,https://scryfall.com/card/avr/191/revenge-of-the-hunted?utm_source=api
1,Sheltering Word,G,2,{1}{G},Instant,Target creature you control gains hexproof until end of turn. You gain life equal to that creature's toughness. (A creature with hexproof can't be the target of spells or abilities your opponents control.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/93cd9be4-1ce4-4a7c-b2a6-98d3fde0a92b,https://scryfall.com/card/avr/192/sheltering-word?utm_source=api
1,Snare the Skies,G,1,{G},Instant,Target creature gets +1/+1 and gains reach until end of turn. (It can block creatures with flying.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/28f75827-a144-4fe2-a713-4439ae7567eb,https://scryfall.com/card/avr/193/snare-the-skies?utm_source=api
1,Somberwald Sage,G,3,{2}{G},Creature — Human Druid,{T}: Add three mana of any one color. Spend this mana only to cast creature spells.,0,1,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/409c0272-7a43-4a6c-ab3f-740397b1f5c8,https://scryfall.com/card/avr/194/somberwald-sage?utm_source=api
1,Soul of the Harvest,G,6,{4}{G}{G},Creature — Elemental,"Trample
Whenever another nontoken creature you control enters, you may draw a card.",6,6,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/078f5e79-18dd-44e5-a930-8dc288f0b535,https://scryfall.com/card/avr/195/soul-of-the-harvest?utm_source=api
1,Terrifying Presence,G,2,{1}{G},Instant,Prevent all combat damage that would be dealt by creatures other than target creature this turn.,NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/2e8d0a22-f31b-45c0-85c7-0101aa63c77b,https://scryfall.com/card/avr/196/terrifying-presence?utm_source=api
1,Timberland Guide,G,2,{1}{G},Creature — Human Scout,"When this creature enters, put a +1/+1 counter on target creature.",1,1,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/ae80fefb-af78-4f98-8058-71b61e91842f,https://scryfall.com/card/avr/197/timberland-guide?utm_source=api
1,Triumph of Ferocity,G,3,{2}{G},Enchantment,"At the beginning of your upkeep, draw a card if you control the creature with the greatest power or tied for the greatest power.",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/7bb41fa6-0cc6-43e5-9aa8-fcd9c781f4ce,https://scryfall.com/card/avr/198/triumph-of-ferocity?utm_source=api
1,Trusted Forcemage,G,3,{2}{G},Creature — Human Shaman,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, each of those creatures gets +1/+1.",2,2,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/3ee66ef9-10a7-4aab-88f7-84956811cc6c,https://scryfall.com/card/avr/199/trusted-forcemage?utm_source=api
1,Ulvenwald Tracker,G,1,{G},Creature — Human Shaman,"{1}{G}, {T}: Target creature you control fights another target creature.",1,1,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/46199391-a4f5-4532-b89c-b7691b229bd0,https://scryfall.com/card/avr/200/ulvenwald-tracker?utm_source=api
1,Vorstclaw,G,6,{4}{G}{G},Creature — Elemental Horror,,7,7,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/7591ee4f-9bfe-4419-84df-abf35d85bb94,https://scryfall.com/card/avr/201/vorstclaw?utm_source=api
1,Wandering Wolf,G,2,{1}{G},Creature — Wolf,Creatures with power less than this creature's power can't block it.,2,1,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/ac606ad5-b8d0-4c93-a9de-5e41229a8229,https://scryfall.com/card/avr/202/wandering-wolf?utm_source=api
1,Wild Defiance,G,3,{2}{G},Enchantment,"Whenever a creature you control becomes the target of an instant or sorcery spell, that creature gets +3/+3 until end of turn.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/7eaa6be7-2c6f-4442-85d1-ae31ad87fd98,https://scryfall.com/card/avr/203/wild-defiance?utm_source=api
1,Wildwood Geist,G,5,{4}{G},Creature — Spirit,"During your turn, this creature gets +2/+2.",3,3,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/4658b4b2-7043-4ca2-96fd-4f663c20c80f,https://scryfall.com/card/avr/204/wildwood-geist?utm_source=api
1,Wolfir Avenger,G,3,{1}{G}{G},Creature — Wolf Warrior,"Flash (You may cast this spell any time you could cast an instant.)
{1}{G}: Regenerate this creature.",3,3,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/88cc00e5-9683-4ccc-a914-c422b76f6014,https://scryfall.com/card/avr/205/wolfir-avenger?utm_source=api
1,Wolfir Silverheart,G,5,{3}{G}{G},Creature — Wolf Warrior,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, each of those creatures gets +4/+4.",4,4,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/8629c598-11c8-4911-acfb-0643e5feffa8,https://scryfall.com/card/avr/206/wolfir-silverheart?utm_source=api
1,Yew Spirit,G,5,{4}{G},Creature — Spirit Treefolk,"{2}{G}{G}: This creature gets +X/+X until end of turn, where X is its power.",3,3,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/b9320432-4f89-4363-91e6-2e740535cc2e,https://scryfall.com/card/avr/207/yew-spirit?utm_source=api
1,"Bruna, Light of Alabaster",UW,6,{3}{W}{W}{U},Legendary Creature — Angel,"Flying, vigilance
Whenever Bruna attacks or blocks, you may attach to it any number of Auras on the battlefield and you may put onto the battlefield attached to it any number of Aura cards that could enchant it from your graveyard and/or hand.",5,5,NA,NA,NA,NA,NA,mythic,avr,https://api.scryfall.com/cards/e390bc78-31ad-4131-a9e4-93ee0c7c2f34,https://scryfall.com/card/avr/208/bruna-light-of-alabaster?utm_source=api
1,"Gisela, Blade of Goldnight",RW,7,{4}{R}{W}{W},Legendary Creature — Angel,"Flying, first strike
If a source would deal damage to an opponent or a permanent an opponent controls, that source deals double that damage to that player or permanent instead.
If a source would deal damage to you or a permanent you control, prevent half that damage, rounded up.",5,5,NA,NA,NA,NA,NA,mythic,avr,https://api.scryfall.com/cards/7208fcb8-83e6-44ce-af9a-ca1566825018,https://scryfall.com/card/avr/209/gisela-blade-of-goldnight?utm_source=api
1,"Sigarda, Host of Herons",GW,5,{2}{G}{W}{W},Legendary Creature — Angel,"Flying, hexproof
Spells and abilities your opponents control can't cause you to sacrifice permanents.",5,5,NA,NA,NA,NA,NA,mythic,avr,https://api.scryfall.com/cards/feccd0e2-fae6-4ced-acdf-4252ed5c56e7,https://scryfall.com/card/avr/210/sigarda-host-of-herons?utm_source=api
1,Angel's Tomb,NA,3,{3},Artifact,"Whenever a creature you control enters, you may have this artifact become a 3/3 white Angel artifact creature with flying until end of turn.",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/28226303-7e67-4b88-adae-2386aff033ec,https://scryfall.com/card/avr/211/angels-tomb?utm_source=api
1,Angelic Armaments,NA,3,{3},Artifact — Equipment,"Equipped creature gets +2/+2, has flying, and is a white Angel in addition to its other colors and types.
Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/3fa99b48-469d-4112-bdfd-2391fa439514,https://scryfall.com/card/avr/212/angelic-armaments?utm_source=api
1,Bladed Bracers,NA,1,{1},Artifact — Equipment,"Equipped creature gets +1/+1.
As long as equipped creature is a Human or an Angel, it has vigilance.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/897a5116-043c-46aa-880e-be8dcb1618bc,https://scryfall.com/card/avr/213/bladed-bracers?utm_source=api
1,Conjurer's Closet,NA,5,{5},Artifact,"At the beginning of your end step, you may exile target creature you control, then return that card to the battlefield under your control.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/7378e998-0382-42fc-8606-c6e7fc04b6a4,https://scryfall.com/card/avr/214/conjurers-closet?utm_source=api
1,Gallows at Willow Hill,NA,3,{3},Artifact,"{3}, {T}, Tap three untapped Humans you control: Destroy target creature. Its controller creates a 1/1 white Spirit creature token with flying.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/8a840ee7-5728-4b1b-92ac-54612e5397b3,https://scryfall.com/card/avr/215/gallows-at-willow-hill?utm_source=api
1,Haunted Guardian,NA,2,{2},Artifact Creature — Construct,"Defender, first strike",2,1,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/7d97f8b8-bdb0-4d4b-b077-9affe2f9cd91,https://scryfall.com/card/avr/216/haunted-guardian?utm_source=api
1,Moonsilver Spear,NA,4,{4},Artifact — Equipment,"Equipped creature has first strike.
Whenever equipped creature attacks, create a 4/4 white Angel creature token with flying.
Equip {4}",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/0b5efb85-1e5f-40ba-97b1-0ef6ac680330,https://scryfall.com/card/avr/217/moonsilver-spear?utm_source=api
1,Narstad Scrapper,NA,5,{5},Artifact Creature — Construct,{2}: This creature gets +1/+0 until end of turn.,3,3,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/f808ed9b-95ac-4069-bdca-b100bc816b5b,https://scryfall.com/card/avr/218/narstad-scrapper?utm_source=api
1,Otherworld Atlas,NA,4,{4},Artifact,"{T}: Put a charge counter on this artifact.
{T}: Each player draws a card for each charge counter on this artifact.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/46e4aa67-4643-42ff-8172-200498686494,https://scryfall.com/card/avr/219/otherworld-atlas?utm_source=api
1,Scroll of Avacyn,NA,1,{1},Artifact,"{1}, Sacrifice this artifact: Draw a card. If you control an Angel, you gain 5 life.",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/871e6e2a-7e45-446b-b964-94377eb6ca92,https://scryfall.com/card/avr/220/scroll-of-avacyn?utm_source=api
1,Scroll of Griselbrand,NA,1,{1},Artifact,"{1}, Sacrifice this artifact: Target opponent discards a card. If you control a Demon, that player loses 3 life.",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/2263ceaf-49d2-40fe-86b8-146271b11e46,https://scryfall.com/card/avr/221/scroll-of-griselbrand?utm_source=api
1,Tormentor's Trident,NA,2,{2},Artifact — Equipment,"Equipped creature gets +3/+0 and attacks each combat if able.
Equip {3}",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/9543d454-27d6-42ba-aad8-54811d180cfb,https://scryfall.com/card/avr/222/tormentors-trident?utm_source=api
1,Vanguard's Shield,NA,2,{2},Artifact — Equipment,"Equipped creature gets +0/+3 and can block an additional creature each combat.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/ce8d9db6-5737-4a1f-ae4e-75821a602784,https://scryfall.com/card/avr/223/vanguards-shield?utm_source=api
1,Vessel of Endless Rest,NA,3,{3},Artifact,"When this artifact enters, put target card from a graveyard on the bottom of its owner's library.
{T}: Add one mana of any color.",NA,NA,NA,NA,NA,NA,NA,uncommon,avr,https://api.scryfall.com/cards/ec733373-3f68-47ad-ac35-6f39092f1e26,https://scryfall.com/card/avr/224/vessel-of-endless-rest?utm_source=api
1,Alchemist's Refuge,NA,0,NA,Land,"{T}: Add {C}.
{G}{U}, {T}: You may cast spells this turn as though they had flash.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/c767a897-52e3-4401-8104-930157bb2b02,https://scryfall.com/card/avr/225/alchemists-refuge?utm_source=api
1,Cavern of Souls,NA,0,NA,Land,"As this land enters, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/1381c8f1-a292-4bdf-b20c-a5c2a169ee84,https://scryfall.com/card/avr/226/cavern-of-souls?utm_source=api
1,Desolate Lighthouse,NA,0,NA,Land,"{T}: Add {C}.
{1}{U}{R}, {T}: Draw a card, then discard a card.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/16fb45bc-6152-4b01-9831-a8e80b1c1852,https://scryfall.com/card/avr/227/desolate-lighthouse?utm_source=api
1,Seraph Sanctuary,NA,0,NA,Land,"When this land enters, you gain 1 life.
Whenever an Angel you control enters, you gain 1 life.
{T}: Add {C}.",NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/f903b04a-2733-4ce7-9d83-9db8d5e1e10d,https://scryfall.com/card/avr/228/seraph-sanctuary?utm_source=api
1,Slayers' Stronghold,NA,0,NA,Land,"{T}: Add {C}.
{R}{W}, {T}: Target creature gets +2/+0 and gains vigilance and haste until end of turn.",NA,NA,NA,NA,NA,NA,NA,rare,avr,https://api.scryfall.com/cards/939a4351-3ec7-4e6c-8cdd-766bfd670391,https://scryfall.com/card/avr/229/slayers-stronghold?utm_source=api
1,Plains,NA,0,NA,Basic Land — Plains,({T}: Add {W}.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/f090db87-b7a9-4c88-a211-495b27ae37c9,https://scryfall.com/card/avr/230/plains?utm_source=api
1,Island,NA,0,NA,Basic Land — Island,({T}: Add {U}.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/25934479-a47e-45b8-bc35-fc4b659b0d68,https://scryfall.com/card/avr/233/island?utm_source=api
1,Swamp,NA,0,NA,Basic Land — Swamp,({T}: Add {B}.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/339c3f05-444c-4e0a-a556-fc09417ee984,https://scryfall.com/card/avr/236/swamp?utm_source=api
1,Mountain,NA,0,NA,Basic Land — Mountain,({T}: Add {R}.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/f53b7e7e-494b-4346-b18e-0e879bba7cec,https://scryfall.com/card/avr/239/mountain?utm_source=api
1,Forest,NA,0,NA,Basic Land — Forest,({T}: Add {G}.),NA,NA,NA,NA,NA,NA,NA,common,avr,https://api.scryfall.com/cards/8097c9ce-8fe9-4150-9810-52f6c92c6099,https://scryfall.com/card/avr/242/forest?utm_source=api
1,Archangel's Light,W,8,{7}{W},Sorcery,"You gain 2 life for each card in your graveyard, then shuffle your graveyard into your library.",NA,NA,NA,NA,NA,NA,NA,mythic,dka,https://api.scryfall.com/cards/f99837b3-b487-43bb-846b-7a0e8afb6eef,https://scryfall.com/card/dka/1/archangels-light?utm_source=api
1,Bar the Door,W,3,{2}{W},Instant,Creatures you control get +0/+4 until end of turn.,NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/b593f544-2d82-4237-b9a9-88503b5036cc,https://scryfall.com/card/dka/2/bar-the-door?utm_source=api
1,Break of Day,W,2,{1}{W},Instant,"Creatures you control get +1/+1 until end of turn.
Fateful hour — If you have 5 or less life, those creatures gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/9e39da2a-814a-46bb-a1ca-fc5532ece842,https://scryfall.com/card/dka/3/break-of-day?utm_source=api
1,Burden of Guilt,W,1,{W},Enchantment — Aura,"Enchant creature
{1}: Tap enchanted creature.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/d7440288-6c55-4502-bf20-3c5b50a2de5a,https://scryfall.com/card/dka/4/burden-of-guilt?utm_source=api
1,Curse of Exhaustion,W,4,{2}{W}{W},Enchantment — Aura Curse,"Enchant player
Enchanted player can't cast more than one spell each turn.",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/b737a959-e974-4b2a-8dca-a257da6084b0,https://scryfall.com/card/dka/5/curse-of-exhaustion?utm_source=api
1,Elgaud Inquisitor,W,4,{3}{W},Creature — Human Cleric,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature dies, create a 1/1 white Spirit creature token with flying.",2,2,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/c342e1da-7ab9-4e29-96e6-77d820a45ede,https://scryfall.com/card/dka/6/elgaud-inquisitor?utm_source=api
1,Faith's Shield,W,1,{W},Instant,"Target permanent you control gains protection from the color of your choice until end of turn.
Fateful hour — If you have 5 or less life, instead you and each permanent you control gain protection from the color of your choice until end of turn.",NA,NA,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/65eb5920-3b03-4300-bc77-0fba5e6abe69,https://scryfall.com/card/dka/7/faiths-shield?utm_source=api
1,Gather the Townsfolk,W,2,{1}{W},Sorcery,"Create two 1/1 white Human creature tokens.
Fateful hour — If you have 5 or less life, create five of those tokens instead.",NA,NA,NA,NA,NA,NA,NA,common,dka,https://api.scryfall.com/cards/9cfa554b-ee6d-4d4e-aabc-fe7bc6b25236,https://scryfall.com/card/dka/8/gather-the-townsfolk?utm_source=api
1,Gavony Ironwright,W,3,{2}{W},Creature — Human Soldier,"Fateful hour — As long as you have 5 or less life, other creatures you control get +1/+4.",1,4,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/05d8de75-b169-4426-94a4-b19cdfdffd89,https://scryfall.com/card/dka/9/gavony-ironwright?utm_source=api
1,Hollowhenge Spirit,W,4,{3}{W},Creature — Spirit,"Flash (You may cast this spell any time you could cast an instant.)
Flying
When this creature enters, remove target attacking or blocking creature from combat.",2,2,NA,NA,NA,NA,NA,uncommon,dka,https://api.scryfall.com/cards/0b1be91a-cdec-4933-b834-0a7838abb9b8,https://scryfall.com/card/dka/10/hollowhenge-spirit?utm_source=api
1,Increasing Devotion,W,5,{3}{W}{W},Sorcery,"Create five 1/1 white Human creature tokens. If this spell was cast from a graveyard, create ten of those tokens instead.
Flashback {7}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",NA,NA,NA,NA,NA,NA,NA,rare,dka,https://api.scryfall.com/cards/87b5de81-65a6-4a74-8a71-767b92e89e91,https://scryfall.com/card/dka/11/increasing-devotion?utm_source=api
